area,date,topTemp,lowTemp,weather,wind,windStrength,weather_level
常州,2015/12/12,11,2,多云,东北风,小于3级,3
常州,2015/12/13,9,4,小雨,西北风,小于3级,4
常州,2015/12/14,10,4,阴~多云,西南风,小于3级,0
常州,2015/12/15,10,1,阴~多云,西北风,小于3级,0
常州,2015/12/16,7,-3,晴,西北风,小于3级,0
常州,2015/12/17,5,-3,晴,东南风,小于3级,0
常州,2015/12/18,7,-2,多云,东北风,小于3级,0
常州,2015/12/19,9,1,多云~小雨,东南风,小于3级,4
常州,2015/12/20,8,2,小雨~阴,西南风,小于3级,4
常州,2015/12/21,10,5,多云,东风,小于3级,0
常州,2015/12/22,12,6,阴,西北风,小于3级,0
常州,2015/12/23,10,7,阴~小雨,东北风,小于3级,1
常州,2015/12/24,9,4,小雨~阴,西北风,小于3级,1
常州,2015/12/25,11,2,多云~晴,西南风,小于3级,0
常州,2015/12/26,13,4,晴~多云,东南风,小于3级,3
常州,2015/12/27,9,2,阴,东北风,小于3级,3
常州,2015/12/28,6,0,多云~晴,东北风,小于3级,0
常州,2015/12/29,9,1,多云,东南风,小于3级,0
常州,2015/12/30,11,0,多云,西北风,小于3级,0
常州,2015/12/31,10,0,晴,东南风,小于3级,0
常州,2016/1/1,11,2,多云~阴,东南风,小于3级,-3
常州,2016/1/2,15,7,阴,东南风,小于3级,3
常州,2016/1/3,16,8,多云~阴,东南风,小于3级,3
常州,2016/1/4,14,7,小雨~中雨,东北风,小于3级,1
常州,2016/1/5,10,5,小雨,东北风,小于3级,1
常州,2016/1/6,8,4,阴,西北风,小于3级,0
常州,2016/1/7,7,-1,阴,西北风,小于3级,0
常州,2016/1/8,7,-1,晴,东南风,小于3级,0
常州,2016/1/9,8,1,多云~阴,东南风,小于3级,3
常州,2016/1/10,10,4,小雨,东北风,小于3级,4
常州,2016/1/11,7,1,小雨~雨夹雪,东北风,小于3级,1
常州,2016/1/12,3,-3,雨夹雪~阴,西北风,小于3级,2
常州,2016/1/13,4,-2,多云~晴,东南风,小于3级,0
常州,2016/1/14,6,-2,晴~多云,南风,小于3级,0
常州,2016/1/15,9,-1,晴~多云,东南风,小于3级,0
常州,2016/1/16,11,2,多云~小雨,东北风,小于3级,4
常州,2016/1/17,7,0,小雨~阴,东北风,小于3级,4
常州,2016/1/18,3,-4,阴~多云,西北风,小于3级,0
常州,2016/1/19,3,-4,多云~晴,东南风,小于3级,0
常州,2016/1/20,3,-1,雨夹雪~中雪,东北风,小于3级,2
常州,2016/1/21,2,-1,小到中雪~小雪,东北风,小于3级,2
常州,2016/1/22,3,-3,小到中雪~小雪,东南风,小于3级,2
常州,2016/1/23,-2,-9,多云,西北风,小于3级,3
常州,2016/1/24,-5,-9,晴,西南风,小于3级,3
常州,2016/1/25,2,-4,晴,西南风,小于3级,0
常州,2016/1/26,6,-3,多云~阴,东南风,小于3级,0
常州,2016/1/27,6,3,小雨,东南风,小于3级,1
常州,2016/1/28,7,4,小雨~中雨,东北风,小于3级,1
常州,2016/1/29,5,2,小雨,西北风,小于3级,1
常州,2016/1/30,5,0,阴,东北风,小于3级,3
常州,2016/1/31,4,-1,雨夹雪~阴,东北风,小于3级,5
常州,2016/2/1,3,-3,阴~晴,西北风,小于3级,0
常州,2016/2/2,4,-2,多云~晴,东南风,小于3级,0
常州,2016/2/3,7,-1,晴~多云,东南风,小于3级,0
常州,2016/2/4,5,-2,阴~多云,东南风,小于3级,0
常州,2016/2/5,9,-2,多云~阴,西南风,小于3级,0
常州,2016/2/6,6,-3,多云~晴,西南风,小于3级,3
常州,2016/2/7,10,0,多云~阴,西南风,小于3级,3
常州,2016/2/8,15,3,晴,东南风,小于3级,-3
常州,2016/2/9,18,5,晴,东南风,小于3级,-3
常州,2016/2/10,21,8,多云~小雨,东南风,小于3级,-2
常州,2016/2/11,19,11,雷阵雨~阴,东南风,小于3级,-1
常州,2016/2/12,18,13,阵雨~雷阵雨,东北风,小于3级,-1
常州,2016/2/13,14,2,小雨,西北风,小于3级,4
常州,2016/2/14,6,-3,多云,西北风,小于3级,3
常州,2016/2/15,6,-1,晴,西南风,小于3级,0
常州,2016/2/16,10,0,晴,西南风,小于3级,0
常州,2016/2/17,12,1,晴~多云,西南风,小于3级,0
常州,2016/2/18,16,4,多云,东南风,小于3级,0
常州,2016/2/19,13,3,阴~多云,西风,小于3级,0
常州,2016/2/20,11,0,多云,东北风,小于3级,3
常州,2016/2/21,10,3,多云~小雨,东北风,小于3级,4
常州,2016/2/22,7,4,小雨~阴,西北风,小于3级,1
常州,2016/2/23,10,2,阴~多云,东北风,小于3级,0
常州,2016/2/24,9,0,多云,东南风,小于3级,0
常州,2016/2/25,11,4,晴~多云,东南风,小于3级,0
常州,2016/2/26,16,5,多云,西南风,小于3级,0
常州,2016/2/27,20,8,晴~多云,西南风,小于3级,3
常州,2016/2/28,19,2,多云~阴,东北风,小于3级,3
常州,2016/2/29,11,0,晴,东北风,小于3级,0
常州,2016/3/1,12,3,晴~多云,东南风,小于3级,0
常州,2016/3/2,16,6,多云,东南风,小于3级,0
常州,2016/3/3,18,11,阴~小雨,东南风,小于3级,1
常州,2016/3/4,20,12,多云~阴,东南风,小于3级,0
常州,2016/3/5,23,10,阵雨~阴,东北风,小于3级,5
常州,2016/3/6,18,10,多云,东南风,小于3级,3
常州,2016/3/7,19,8,多云~阵雨,东北风,小于3级,2
常州,2016/3/8,9,3,中到大雨~小雨,东北风,小于3级,1
常州,2016/3/9,6,1,阴,东北风,小于3级,0
常州,2016/3/10,8,-1,阴~多云,东南风,小于3级,0
常州,2016/3/11,11,2,晴,东南风,小于3级,0
常州,2016/3/12,13,5,多云~小雨,东南风,小于3级,4
常州,2016/3/13,11,4,阴~多云,东北风,小于3级,3
常州,2016/3/14,13,3,晴~多云,东南风,小于3级,0
常州,2016/3/15,14,6,多云,东南风,小于3级,0
常州,2016/3/16,18,9,多云~阴,东北风,小于3级,0
常州,2016/3/17,17,12,阵雨,东南风,小于3级,2
常州,2016/3/18,18,11,阴~雾,东南风,小于3级,0
常州,2016/3/19,19,7,小雨~晴,东北风,小于3级,4
常州,2016/3/20,17,7,多云,东北风,小于3级,3
常州,2016/3/21,16,9,多云,东南风,小于3级,0
常州,2016/3/22,16,9,阴,东南风,小于3级,0
常州,2016/3/23,13,4,阴~多云,东北风,小于3级,0
常州,2016/3/24,12,3,多云,东北风,小于3级,0
常州,2016/3/25,15,3,多云,东北风,小于3级,0
常州,2016/3/26,16,5,多云,西北风,小于3级,3
常州,2016/3/27,18,7,晴,西南风,小于3级,3
常州,2016/3/28,21,10,多云,东南风,小于3级,0
常州,2016/3/29,21,12,多云~阴,西北风,小于3级,0
常州,2016/3/30,21,13,小雨,西南风,小于3级,1
常州,2016/3/31,19,10,阴~多云,南风,小于3级,0
常州,2016/4/1,24,14,多云,东南风,小于3级,0
常州,2016/4/2,19,14,中雨,东北风,小于3级,5
常州,2016/4/3,15,10,小到中雨~阵雨,东北风,小于3级,5
常州,2016/4/4,18,10,多云,东南风,小于3级,-3
常州,2016/4/5,18,13,阵雨~中雨,东南风,小于3级,2
常州,2016/4/6,16,13,中到大雨~中雨,西北风,小于3级,2
常州,2016/4/7,19,10,阴,东南风,小于3级,0
常州,2016/4/8,23,13,多云,东南风,小于3级,0
常州,2016/4/9,25,13,多云,东南风,小于3级,3
常州,2016/4/10,24,11,阴~多云,东南风,小于3级,3
常州,2016/4/11,19,13,多云~阵雨,东南风,小于3级,2
常州,2016/4/12,22,15,阴~多云,东南风,小于3级,0
常州,2016/4/13,26,16,多云,东南风,小于3级,0
常州,2016/4/14,27,15,多云,东南风,小于3级,0
常州,2016/4/15,24,16,多云~中雨,东南风,小于3级,2
常州,2016/4/16,21,13,中雨~阴,西北风,小于3级,5
常州,2016/4/17,22,12,多云~阴,东南风,小于3级,3
常州,2016/4/18,22,12,晴~多云,东南风,小于3级,0
常州,2016/4/19,24,15,晴~雷阵雨,东南风,小于3级,2
常州,2016/4/20,19,15,大雨~中雨,西北风,小于3级,2
常州,2016/4/21,24,15,多云,西南风,小于3级,0
常州,2016/4/22,27,15,多云~小雨,东南风,小于3级,1
常州,2016/4/23,18,13,中雨~阵雨,东北风,小于3级,5
常州,2016/4/24,18,14,阴~多云,东南风,小于3级,3
常州,2016/4/25,20,14,阵雨~小雨,东南风,小于3级,1
常州,2016/4/26,18,12,阵雨,西北风,小于3级,2
常州,2016/4/27,16,12,阴,西北风,小于3级,0
常州,2016/4/28,23,13,阴~多云,东南风,小于3级,0
常州,2016/4/29,26,15,晴,东南风,小于3级,0
常州,2016/4/30,29,17,晴,东南风,小于3级,3
常州,2016/5/1,30,20,多云~雷阵雨,东南风,小于3级,5
常州,2016/5/2,25,17,中到大雨~阵雨,西南风,小于3级,-1
常州,2016/5/3,26,15,多云~晴,东南风,小于3级,0
常州,2016/5/4,30,20,多云~阴,东南风,小于3级,0
常州,2016/5/5,25,20,中雨~小雨,东南风,小于3级,1
常州,2016/5/6,29,18,多云~阴,东北风,小于3级,0
常州,2016/5/7,21,15,雷阵雨,东南风,小于3级,5
常州,2016/5/8,18,15,雷阵雨,东南风,小于3级,5
常州,2016/5/9,19,15,阵雨,东北风,小于3级,2
常州,2016/5/10,21,13,多云~晴,东南风,小于3级,0
常州,2016/5/11,27,16,晴,东南风,小于3级,0
常州,2016/5/12,29,16,多云~阴,西北风,小于3级,0
常州,2016/5/13,19,15,阴~多云,东北风,小于3级,0
常州,2016/5/14,26,18,多云~阴,东南风,小于3级,3
常州,2016/5/15,21,13,中雨~阴,西北风,小于3级,5
常州,2016/5/16,24,14,多云~晴,东南风,小于3级,0
常州,2016/5/17,26,15,多云,东南风,小于3级,0
常州,2016/5/18,25,15,多云,东南风,小于3级,0
常州,2016/5/19,27,18,多云~阴,东南风,小于3级,0
常州,2016/5/20,23,18,雷阵雨~中雨,东北风,小于3级,2
常州,2016/5/21,20,17,中雨~阵雨,东北风,小于3级,5
常州,2016/5/22,20,18,阴,西南风,小于3级,3
常州,2016/5/23,23,16,阴~阵雨,西北风,小于3级,2
常州,2016/5/24,27,18,阴~多云,东南风,小于3级,0
常州,2016/5/25,30,21,阴~雷阵雨,东南风,小于3级,2
常州,2016/5/26,25,20,雷阵雨~中雨,西南风,小于3级,2
常州,2016/5/27,22,19,小到中雨~中雨,东北风,小于3级,2
常州,2016/5/28,22,19,中雨,东南风,小于3级,5
常州,2016/5/29,23,17,阴,东北风,小于3级,3
常州,2016/5/30,27,20,多云~雷阵雨,东南风,小于3级,2
常州,2016/5/31,28,20,雷阵雨~大到暴雨,东北风,小于3级,2
常州,2016/6/1,22,17,小雨~阴,东南风,小于3级,1
常州,2016/6/2,25,19,多云~中雨,东北风,小于3级,2
常州,2016/6/3,22,18,小到中雨~小雨,东北风,小于3级,1
常州,2016/6/4,23,16,阴~多云,西北风,小于3级,3
常州,2016/6/5,27,18,多云,东南风,小于3级,3
常州,2016/6/6,26,20,雷阵雨~中雨,东南风,小于3级,2
常州,2016/6/7,26,21,阴~小雨,东北风,小于3级,1
常州,2016/6/8,24,19,阵雨~多云,东北风,小于3级,2
常州,2016/6/9,25,20,阴~多云,东南风,小于3级,-3
常州,2016/6/10,28,21,阴~多云,东南风,小于3级,-3
常州,2016/6/11,31,24,阴~雷阵雨,东南风,小于3级,5
常州,2016/6/12,25,20,阵雨~阴,东南风,小于3级,5
常州,2016/6/13,30,21,多云,东南风,小于3级,0
常州,2016/6/14,33,25,多云~阴,东南风,小于3级,0
常州,2016/6/15,32,22,雷阵雨,东北风,小于3级,2
常州,2016/6/16,29,21,阴~多云,西南风,小于3级,0
常州,2016/6/17,32,22,晴~多云,东南风,小于3级,0
常州,2016/6/18,33,24,多云~雷阵雨,东南风,小于3级,5
常州,2016/6/19,30,25,小雨~中雨,东南风,小于3级,4
常州,2016/6/20,28,25,中雨~雷阵雨,西南风,小于3级,2
常州,2016/6/21,29,25,雷阵雨,东北风,小于3级,2
常州,2016/6/23,33,27,阴,东南风,小于3级,0
常州,2016/6/24,28,21,中雨,西南风,小于3级,2
常州,2016/6/25,24,20,小雨~阴,西南风,小于3级,4
常州,2016/6/26,28,20,多云~小雨,东南风,小于3级,4
常州,2016/6/27,23,20,中雨~中到大雨,东南风,小于3级,2
常州,2016/6/28,24,21,暴雨~大雨,东南风,小于3级,2
常州,2016/6/29,28,23,阵雨~阴,东南风,小于3级,2
常州,2016/6/30,33,25,多云~雷阵雨,东南风,小于3级,2
常州,2016/7/1,28,24,雷阵雨~中雨,东南风,小于3级,2
常州,2016/7/2,24,22,大雨~暴雨,东南风,小于3级,5
常州,2016/7/3,26,23,大到暴雨~大雨,东南风,小于3级,5
常州,2016/7/4,30,24,雷阵雨~小到中雨,,小于3级,2
常州,2016/7/5,29,25,雷阵雨~中雨,东南风,小于3级,2
常州,2016/7/6,29,25,雷阵雨,,小于3级,2
常州,2016/7/7,31,24,雷阵雨,,小于3级,2
常州,2016/7/8,32,25,多云,,小于3级,0
常州,2016/7/9,31,25,阴,,小于3级,3
常州,2016/7/10,29,24,雷阵雨~中雨,,小于3级,5
常州,2016/7/11,31,26,雷阵雨~阴,,小于3级,2
常州,2016/7/12,33,26,雷阵雨~阴,北风,小于3级,2
常州,2016/7/13,32,26,雷阵雨,西南风,小于3级,2
常州,2016/7/14,30,25,中到大雨转雷阵雨,东南风,小于3级,2
常州,2016/7/15,33,24,中到大雨转中雨,西风,小于3级,2
常州,2016/7/16,30,23,阴转多云,东南风,小于3级,3
常州,2016/7/17,32,25,多云转雷阵雨,东南风,小于3级,5
常州,2016/7/18,33,26,阴转雷阵雨,东南风,小于3级,2
常州,2016/7/19,34,27,雷阵雨,南风,小于3级,2
常州,2016/7/20,36,28,多云,东南风,小于3级,0
常州,2016/7/21,37,28,多云,西南风,小于3级,0
常州,2016/7/22,38,29,晴,东南风,小于3级,0
常州,2016/7/23,38,30,晴,东南风,小于3级,3
常州,2016/7/24,39,30,晴,东南风,小于3级,3
常州,2016/7/25,38,29,晴,东南风,小于3级,0
常州,2016/7/26,39,29,多云,西风,小于3级,0
常州,2016/7/27,38,30,多云,北风,小于3级,0
常州,2016/7/28,38,29,多云,西南风,小于3级,0
常州,2016/7/29,39,30,多云,东南风,小于3级,0
常州,2016/7/30,38,28,多云,东南风,小于3级,3
常州,2016/7/31,37,28,晴,东风,小于3级,3
常州,2016/8/1,35,27,多云,东南风~东风,2级,0
常州,2016/8/2,35,27,雷阵雨,东南风~东风,3级,2
常州,2016/8/3,32,26,雷阵雨,西北风,1级,2
常州,2016/8/4,33,26,雷阵雨,东南风,微风,2
常州,2016/8/5,33,26,雷阵雨,东北风,1级,2
常州,2016/8/6,34,26,雷阵雨,北风,1级,5
常州,2016/8/7,35,27,阴,东风,2级,3
常州,2016/8/8,34,27,雷阵雨,东北风,2级,2
常州,2016/8/9,35,27,多云,东北风,2级,0
常州,2016/8/10,34,28,雷阵雨,东风,3级,2
常州,2016/8/11,35,27,多云,东风,3级,0
常州,2016/8/12,36,28,晴,东风,3级,0
常州,2016/8/13,36,28,晴,东南风,2级,3
常州,2016/8/14,36,28,晴,北风,微风,3
常州,2016/8/15,36,27,多云,东北风,3级,0
常州,2016/8/16,36,27,多云,东北风,3级,0
常州,2016/8/17,35,28,多云,东北风,3级,0
常州,2016/8/18,35,28,晴,东风,2级,0
常州,2016/8/19,36,29,多云,东风,2级,0
常州,2016/8/20,37,27,雷阵雨,东南风,1级,5
常州,2016/8/21,33,27,雷阵雨,东南风,微风,5
常州,2016/8/22,35,27,多云,东北风,2级,0
常州,2016/8/23,34,26,多云,东北风,1级,0
常州,2016/8/24,34,25,晴,东北风,2级,0
常州,2016/8/25,35,26,多云,东北风,2级,0
常州,2016/8/26,30,24,阵雨,北风,2级,2
常州,2016/8/27,30,21,多云,北风,2级,3
常州,2016/8/28,30,19,晴,西北风,2级,3
常州,2016/8/29,31,21,晴,西北风,2级,0
常州,2016/8/30,30,21,晴,北风,1级,0
常州,2016/8/31,33,23,多云,西风,1级,0
常州,2016/9/1,33,23,多云,南风,2级,0
常州,2016/9/2,34,23,多云,东北风,1级,0
常州,2016/9/3,34,23,多云,东风,1级,3
常州,2016/9/4,32,23,阴,东北风,1级,3
常州,2016/9/5,33,24,多云,东北风,1级,0
常州,2016/9/6,26,21,阵雨,北风,1级,2
常州,2016/9/7,26,20,阴,东风,1级,0
常州,2016/9/8,30,21,多云,东南风,1级,0
常州,2016/9/9,32,23,多云,东南风,1级,0
常州,2016/9/10,29,22,阴,东南风,1级,3
常州,2016/9/11,28,21,阴,东南风,2级,3
常州,2016/9/12,30,20,多云,东风,1级,0
常州,2016/9/13,31,20,多云,东风,1级,0
常州,2016/9/14,27,21,多云,东南风,1级,0
常州,2016/9/15,24,21,中到大雨,东北风,2级,-1
常州,2016/9/16,25,22,大雨,北风,2级,-1
常州,2016/9/17,26,21,阴,北风,2级,3
常州,2016/9/18,28,21,阴,东北风,2级,3
常州,2016/9/19,26,18,多云,北风,2级,0
常州,2016/9/20,26,18,多云,北风,1级,0
常州,2016/9/21,25,18,阵雨,北风,2级,2
常州,2016/9/22,27,19,多云,东南风,2级,0
常州,2016/9/23,27,20,多云,东南风,2级,0
常州,2016/9/24,29,21,多云,东风,2级,3
常州,2016/9/25,28,22,多云,东风,2级,3
常州,2016/9/26,30,22,多云,东风,2级,0
常州,2016/9/27,30,23,阴,东北风,3级,0
常州,2016/9/28,25,19,雷阵雨,东北风,3级,2
常州,2016/9/29,22,18,中雨,北风,3级,2
常州,2016/9/30,23,20,小雨,东北风,2级,1
常州,2016/10/1,25,21,阵雨,东南风,微风,5
常州,2016/10/2,25,21,阵雨,西南风,2级,5
常州,2016/10/3,26,19,多云,东南风,2级,-3
常州,2016/10/4,25,19,多云,北风,1级,-3
常州,2016/10/5,27,20,多云,东北风,1级,-3
常州,2016/10/6,25,19,多云,东北风,1级,-3
常州,2016/10/7,21,18,小到中雨,东北风,2级,-1
常州,2016/10/8,23,15,阴,东北风,2级,3
常州,2016/10/9,22,13,多云,东北风,2级,3
常州,2016/10/10,22,15,多云,东北风,2级,0
常州,2016/10/11,22,16,阴,东北风,2级,0
常州,2016/10/12,20,16,阵雨,东北风,1级,2
常州,2016/10/13,20,17,阵雨,东北风,2级,2
常州,2016/10/14,20,17,小雨,东北风,2级,1
常州,2016/10/15,21,19,小雨,东南风,2级,4
常州,2016/10/16,24,18,阴,北风,2级,3
常州,2016/10/17,24,18,多云,东北风,2级,0
常州,2016/10/18,24,18,多云,东北风,2级,0
常州,2016/10/19,23,19,阴,东风,2级,0
常州,2016/10/20,22,19,小雨,东北风,1级,1
常州,2016/10/21,22,19,小到中雨,东北风,3级,2
常州,2016/10/22,22,19,大雨,东北风,3级,5
常州,2016/10/23,21,16,阴,东北风,2级,3
常州,2016/10/24,22,17,阴,东南风,2级,0
常州,2016/10/25,19,17,阴,东南风,1级,0
常州,2016/10/26,19,16,大雨,东北风,3级,2
常州,2016/10/27,19,16,中到大雨,东南风,1级,2
常州,2016/10/28,16,12,小雨,北风,3级,1
常州,2016/10/29,13,9,小雨,西北风,2级,4
常州,2016/10/30,18,12,多云,东风,1级,3
常州,2016/10/31,15,10,阵雨,北风,2级,2
常州,2016/11/1,15,6,多云,东北风,2级,0
常州,2016/11/2,16,8,晴,东南风,微风,0
常州,2016/11/3,19,9,晴,东南风,微风,0
常州,2016/11/4,21,11,晴,北风,微风,0
常州,2016/11/5,23,11,晴,东南风,微风,0
常州,2016/11/6,23,14,多云,东北风,2级,0
常州,2016/11/7,21,11,小到中雨,北风,3级,0
常州,2016/11/8,13,7,阴,北风,2级,0
常州,2016/11/9,12,8,阴,东北风,2级,0
常州,2016/11/10,14,7,阴,西南风,2级,0
常州,2016/11/11,18,9,晴,东风,2级,0
常州,2016/11/12,19,11,多云,南风,2级,0
常州,2016/11/13,19,13,阴,北风,微风,0
常州,2016/11/14,21,13,阴,北风,2级,0
常州,2016/11/15,18,9,多云,东北风,2级,0
常州,2016/11/16,17,13,多云,东风,2级,0
常州,2016/11/17,17,13,小雨,东北风,1级,0
常州,2016/11/18,20,15,小雨,西南风,1级,0
常州,2016/11/19,15,0,阵雨,东风,小于3级,0
常州,2016/11/20,18,15,小雨,东北风,2级,0
常州,2016/11/21,16,12,小雨,北风,3级,0
常州,2016/11/22,9,3,小雨,北风,3级,0
常州,2016/11/23,3,-1,雨夹雪,西风,2级,0
常州,2016/11/24,7,0,多云,东南风,微风,0
常州,2016/11/25,10,5,阴,北风,1级,0
常州,2016/11/26,8,2,阴,北风,微风,0
常州,2016/11/27,13,3,晴,东南风,微风,0
常州,2016/11/28,13,3,多云,北风,1级,0
常州,2016/11/29,12,5,阴,东风,2级,0
常州,2016/11/30,13,5,多云,西南风,2级,0
常州,2016/12/1,15,5,晴,东北风,1级,0
常州,2016/12/2,14,5,晴,东风,1级,0
常州,2016/12/3,15,7,多云,西南风,1级,0
常州,2016/12/4,17,7,多云,西南风,1级,0
常州,2016/12/5,18,5,多云,北风,4级,0
常州,2016/12/6,10,3,晴,南风,1级,0
常州,2016/12/7,14,4,晴,北风,1级,0
常州,2016/12/8,16,6,晴,北风,微风,0
常州,2016/12/9,13,5,多云,东北风,3级,0
常州,2016/12/10,12,6,阴,东北风,2级,0
常州,2016/12/11,12,6,多云,东风,2级,0
常州,2016/12/12,13,9,阴,东南风,微风,0
常州,2016/12/13,12,4,小雨,北风,2级,0
常州,2016/12/14,7,-2,多云,西风,2级,0
常州,2016/12/15,7,-1,晴,西北风,1级,0
常州,2016/12/16,9,0,晴,东南风,1级,0
常州,2016/12/17,12,2,晴,东南风,2级,0
常州,2016/12/18,15,7,阴,东南风,微风,0
常州,2016/12/19,16,7,多云,东北风,1级,0
常州,2016/12/20,13,10,小雨,东风,2级,0
常州,2016/12/21,14,7,小雨,西风,2级,0
常州,2016/12/22,9,2,阴,北风,微风,0
常州,2016/12/23,10,3,多云,东北风,1级,0
常州,2016/12/24,9,5,阴,东风,3级,0
常州,2016/12/25,11,8,小雨,东风,3级,0
常州,2016/12/26,9,2,小雨,北风,3级,0
常州,2016/12/27,5,-2,多云,北风,2级,0
常州,2016/12/28,7,-1,多云,北风,1级,0
常州,2016/12/29,7,-1,晴,东北风,1级,0
常州,2016/12/30,9,0,多云,东南风,1级,0
常州,2016/12/31,12,1,多云,东南风,微风,0
梧州,2015/1/1,20,7,晴,东北风,小于3级,0
梧州,2015/1/2,21,7,多云,东北风,小于3级,0
梧州,2015/1/3,21,10,多云,东北风,小于3级,0
梧州,2015/1/4,18,13,多云转阴,东北风,小于3级,0
梧州,2015/1/5,22,11,小雨,西北风,小于3级,0
梧州,2015/1/6,17,11,小雨,东北风,小于3级,0
梧州,2015/1/7,17,7,多云,东南风,小于3级,0
梧州,2015/1/8,17,8,多云转阴,南风,小于3级,0
梧州,2015/1/9,14,10,小雨,东北风,小于3级,0
梧州,2015/1/10,13,9,小雨,北风,小于3级,0
梧州,2015/1/11,12,9,中雨转小雨,北风,小于3级,0
梧州,2015/1/12,17,8,小雨转多云,北风,小于3级,0
梧州,2015/1/13,18,5,晴,东北风,小于3级,0
梧州,2015/1/14,20,5,晴,北风,小于3级,0
梧州,2015/1/15,19,6,晴,东北风,小于3级,0
梧州,2015/1/16,20,7,多云,东北风,小于3级,0
梧州,2015/1/17,20,8,多云,北风,小于3级,0
梧州,2015/1/18,19,8,多云,西北风,小于3级,0
梧州,2015/1/19,20,7,多云,东北风,小于3级,0
梧州,2015/1/20,21,9,多云转晴,西南风,小于3级,0
梧州,2015/1/21,22,9,多云,北风,小于3级,0
梧州,2015/1/22,21,9,多云,东北风,小于3级,0
梧州,2015/1/23,22,14,多云,东北风,小于3级,0
梧州,2015/1/24,23,14,多云,东风,小于3级,0
梧州,2015/1/25,24,15,多云,东南风,小于3级,0
梧州,2015/1/26,23,15,多云,东北风,小于3级,0
梧州,2015/1/27,21,15,阴,北风,小于3级,0
梧州,2015/1/28,19,14,多云转小雨,东北风,小于3级,0
梧州,2015/1/29,9,6,小雨,东南风,小于3级,0
梧州,2015/1/30,10,5,阴,东南风,小于3级,0
梧州,2015/1/31,11,6,多云,东南风,小于3级,0
梧州,2015/2/1,15,8,阴转多云,南风,小于3级,0
梧州,2015/2/2,17,11,阴转小雨,东北风,小于3级,0
梧州,2015/2/3,14,10,小雨,西北风,小于3级,0
梧州,2015/2/4,13,7,阴,东南风,小于3级,0
梧州,2015/2/5,13,7,阴转多云,东南风,小于3级,0
梧州,2015/2/6,14,7,多云,南风,小于3级,0
梧州,2015/2/7,15,7,阴转多云,西南风,小于3级,0
梧州,2015/2/8,18,8,多云,东南风,小于3级,0
梧州,2015/2/9,18,8,多云,东南风,小于3级,0
梧州,2015/2/10,16,11,阴转小雨,北风,小于3级,0
梧州,2015/2/11,16,11,阴转小雨,北风,小于3级,0
梧州,2015/2/12,21,11,多云转小雨,东风,小于3级,0
梧州,2015/2/13,19,12,阴转小雨,东南风,小于3级,0
梧州,2015/2/14,21,13,小雨转多云,东风,小于3级,0
梧州,2015/2/15,23,14,多云,东北风,小于3级,0
梧州,2015/2/16,24,15,多云转小雨,东南风,小于3级,0
梧州,2015/2/17,25,15,多云,东风,小于3级,0
梧州,2015/2/18,23,18,阵雨,东风,小于3级,0
梧州,2015/2/19,24,17,阵雨,东南风,小于3级,0
梧州,2015/2/20,25,16,阵雨,北风,小于3级,0
梧州,2015/2/21,24,16,阵雨,东北风,小于3级,0
梧州,2015/2/22,24,18,阵雨转中雨,东北风,小于3级,0
梧州,2015/2/23,25,19,多云转阵雨,东北风,小于3级,0
梧州,2015/2/24,28,21,多云,东风,小于3级,0
梧州,2015/2/25,29,20,多云,东风,小于3级,0
梧州,2015/2/26,29,21,多云,东风,小于3级,0
梧州,2015/2/27,28,19,多云转阵雨,东南风,小于3级,0
梧州,2015/2/28,16,10,阴转多云,东北风,小于3级,0
梧州,2015/3/1,19,11,多云,东北风,小于3级,0
梧州,2015/3/2,15,12,小雨,北风,小于3级,0
梧州,2015/3/3,15,12,小雨,东北风,小于3级,0
梧州,2015/3/4,16,11,小雨,东南风,小于3级,0
梧州,2015/3/5,15,12,小雨,东南风,小于3级,0
梧州,2015/3/6,13,9,阴,东南风,小于3级,0
梧州,2015/3/7,17,10,多云转小雨,东风,小于3级,0
梧州,2015/3/8,17,11,小雨,北风,小于3级,0
梧州,2015/3/9,16,13,小雨,东风,小于3级,0
梧州,2015/3/10,14,11,小雨,东南风,小于3级,0
梧州,2015/3/11,14,11,小雨,北风,小于3级,0
梧州,2015/3/12,19,14,小雨转多云,东南风,小于3级,0
梧州,2015/3/13,22,15,小雨转多云,东南风,小于3级,0
梧州,2015/3/14,26,18,多云,北风,小于3级,0
梧州,2015/3/15,27,20,多云,东北风,小于3级,0
梧州,2015/3/16,30,20,多云,东风,小于3级,0
梧州,2015/3/17,29,21,多云,东风,小于3级,0
梧州,2015/3/18,30,21,多云,东风,小于3级,0
梧州,2015/3/19,27,20,多云转阴,东风,小于3级,0
梧州,2015/3/20,24,18,阴转小雨,北风,小于3级,0
梧州,2015/3/21,23,17,阴,北风,小于3级,0
梧州,2015/3/22,23,15,小雨,东风,小于3级,0
梧州,2015/3/23,19,16,小雨,东北风,小于3级,0
梧州,2015/3/24,20,15,小雨转阴,东南风,小于3级,0
梧州,2015/3/25,23,17,多云,东风,小于3级,0
梧州,2015/3/26,24,18,阵雨,东风,小于3级,0
梧州,2015/3/27,28,19,多云,东北风,小于3级,0
梧州,2015/3/28,27,19,阵雨,东南风,小于3级,0
梧州,2015/3/29,29,21,多云转阵雨,东风,小于3级,0
梧州,2015/3/30,29,22,多云转阵雨,东风,小于3级,0
梧州,2015/3/31,30,22,多云,东南风,小于3级,0
