shopid,time,count
215,2016/8/5,6
215,2016/8/6,4
215,2016/8/7,4
215,2016/8/8,12
215,2016/8/9,5
215,2016/8/10,4
215,2016/8/12,2
215,2016/8/14,1
215,2016/8/15,3
215,2016/8/16,3
215,2016/8/17,3
215,2016/8/18,1
215,2016/8/19,1
215,2016/8/20,3
215,2016/8/21,6
215,2016/8/22,3
215,2016/8/23,5
215,2016/8/24,3
215,2016/8/25,1
215,2016/8/26,1
215,2016/8/27,2
215,2016/8/28,2
215,2016/8/29,2
215,2016/8/31,2
215,2016/9/2,4
215,2016/9/3,2
215,2016/9/4,3
215,2016/9/5,1
215,2016/9/8,2
215,2016/9/9,2
215,2016/9/10,1
215,2016/9/11,2
215,2016/9/12,3
215,2016/9/13,2
215,2016/9/14,3
215,2016/9/16,2
215,2016/9/17,2
215,2016/9/18,1
215,2016/9/19,1
215,2016/9/21,2
215,2016/9/23,2
215,2016/9/24,1
215,2016/9/25,1
215,2016/9/26,1
215,2016/9/28,2
215,2016/9/29,5
215,2016/9/30,8
215,2016/10/1,5
215,2016/10/2,5
215,2016/10/3,9
215,2016/10/4,3
215,2016/10/5,10
215,2016/10/6,10
215,2016/10/7,12
215,2016/10/8,6
215,2016/10/9,6
215,2016/10/10,13
215,2016/10/11,14
215,2016/10/12,13
215,2016/10/13,8
215,2016/10/14,7
215,2016/10/15,11
215,2016/10/16,8
215,2016/10/17,6
215,2016/10/18,5
215,2016/10/19,9
215,2016/10/20,2
215,2016/10/21,5
215,2016/10/22,14
215,2016/10/23,7
215,2016/10/24,4
215,2016/10/25,6
215,2016/10/26,12
215,2016/10/27,10
215,2016/10/28,3
215,2016/10/29,5
215,2016/10/30,8
215,2016/10/31,3
216,2016/6/22,16
216,2016/6/23,31
216,2016/6/24,21
216,2016/6/25,30
216,2016/6/26,14
216,2016/6/27,17
216,2016/6/28,17
216,2016/6/29,14
216,2016/6/30,8
216,2016/7/1,10
216,2016/7/2,8
216,2016/7/3,16
216,2016/7/4,13
216,2016/7/5,13
216,2016/7/6,16
216,2016/7/7,9
216,2016/7/8,11
216,2016/7/9,8
216,2016/7/10,26
216,2016/7/11,7
216,2016/7/12,13
216,2016/7/13,11
216,2016/7/14,8
216,2016/7/15,20
216,2016/7/16,17
216,2016/7/17,14
216,2016/7/18,7
216,2016/7/19,5
216,2016/7/20,15
216,2016/7/21,7
216,2016/7/23,14
216,2016/7/24,17
216,2016/7/26,4
216,2016/7/27,14
216,2016/7/28,8
216,2016/7/29,12
216,2016/7/30,12
216,2016/7/31,3
216,2016/8/1,61
216,2016/8/2,53
216,2016/8/3,48
216,2016/8/4,32
216,2016/8/5,38
216,2016/8/6,26
216,2016/8/7,36
216,2016/8/8,39
216,2016/8/9,38
216,2016/8/10,16
216,2016/8/11,7
216,2016/8/12,8
216,2016/8/13,11
216,2016/8/14,19
216,2016/8/15,11
216,2016/8/16,16
216,2016/8/17,14
216,2016/8/18,23
216,2016/8/19,25
216,2016/8/20,18
216,2016/8/21,16
216,2016/8/22,12
216,2016/8/23,12
216,2016/8/24,13
216,2016/8/25,13
216,2016/8/26,14
216,2016/8/27,18
216,2016/8/28,20
216,2016/8/29,12
216,2016/8/30,16
216,2016/8/31,12
216,2016/9/1,14
216,2016/9/2,14
216,2016/9/3,5
216,2016/9/4,7
216,2016/9/5,16
216,2016/9/6,7
216,2016/9/7,12
216,2016/9/8,11
216,2016/9/9,5
216,2016/9/10,8
216,2016/9/11,7
216,2016/9/12,7
216,2016/9/13,8
216,2016/9/14,5
216,2016/9/15,13
216,2016/9/16,6
216,2016/9/17,4
216,2016/9/18,11
216,2016/9/19,7
216,2016/9/20,2
216,2016/9/21,7
216,2016/9/22,10
216,2016/9/23,4
216,2016/9/24,9
216,2016/9/25,7
216,2016/9/26,2
216,2016/9/27,4
216,2016/9/28,3
216,2016/9/29,7
216,2016/9/30,9
216,2016/10/1,5
216,2016/10/2,5
216,2016/10/3,11
216,2016/10/4,7
216,2016/10/5,6
216,2016/10/6,1
216,2016/10/7,10
216,2016/10/8,9
216,2016/10/9,7
216,2016/10/10,7
216,2016/10/11,9
216,2016/10/12,9
216,2016/10/13,10
216,2016/10/14,6
216,2016/10/15,5
216,2016/10/16,6
216,2016/10/17,2
216,2016/10/18,5
216,2016/10/19,4
216,2016/10/20,6
216,2016/10/21,3
216,2016/10/22,10
216,2016/10/23,6
216,2016/10/24,5
216,2016/10/25,9
216,2016/10/26,1
216,2016/10/27,3
216,2016/10/28,3
216,2016/10/29,7
216,2016/10/30,5
216,2016/10/31,1
217,2016/6/22,86
217,2016/6/23,85
217,2016/6/24,98
217,2016/6/25,69
217,2016/6/26,61
217,2016/6/27,74
217,2016/6/28,105
217,2016/6/29,83
217,2016/6/30,72
217,2016/7/1,73
217,2016/7/2,47
217,2016/7/3,63
217,2016/7/4,46
217,2016/7/5,41
217,2016/7/6,61
217,2016/7/7,46
217,2016/7/8,52
217,2016/7/9,42
217,2016/7/10,51
217,2016/7/11,67
217,2016/7/12,62
217,2016/7/13,50
217,2016/7/14,54
217,2016/7/15,44
217,2016/7/16,71
217,2016/7/17,70
217,2016/7/18,67
217,2016/7/19,75
217,2016/7/20,58
217,2016/7/21,93
217,2016/7/23,47
217,2016/7/24,39
217,2016/7/26,70
217,2016/7/27,66
217,2016/7/28,51
217,2016/7/29,72
217,2016/7/30,55
217,2016/7/31,49
217,2016/8/1,51
217,2016/8/2,55
217,2016/8/3,43
217,2016/8/4,67
217,2016/8/5,35
217,2016/8/6,70
217,2016/8/7,48
217,2016/8/8,99
217,2016/8/9,205
217,2016/8/10,167
217,2016/8/11,288
217,2016/8/12,219
217,2016/8/13,155
217,2016/8/14,177
217,2016/8/15,110
217,2016/8/16,107
217,2016/8/17,122
217,2016/8/18,114
217,2016/8/19,146
217,2016/8/20,103
217,2016/8/21,66
217,2016/8/22,111
217,2016/8/23,120
217,2016/8/24,98
217,2016/8/25,111
217,2016/8/26,99
217,2016/8/27,80
217,2016/8/28,95
217,2016/8/29,132
217,2016/8/30,132
217,2016/8/31,121
217,2016/9/1,59
217,2016/9/2,45
217,2016/9/3,62
217,2016/9/4,32
217,2016/9/5,64
217,2016/9/6,72
217,2016/9/7,128
217,2016/9/8,120
217,2016/9/9,108
217,2016/9/10,79
217,2016/9/11,63
217,2016/9/12,57
217,2016/9/13,74
217,2016/9/14,57
217,2016/9/15,62
217,2016/9/16,78
217,2016/9/17,65
217,2016/9/18,45
217,2016/9/19,72
217,2016/9/20,84
217,2016/9/21,69
217,2016/9/22,72
217,2016/9/23,77
217,2016/9/24,86
217,2016/9/25,76
217,2016/9/26,53
217,2016/9/27,53
217,2016/9/28,91
217,2016/9/29,85
217,2016/9/30,111
217,2016/10/1,68
217,2016/10/2,83
217,2016/10/3,63
217,2016/10/4,67
217,2016/10/5,98
217,2016/10/6,102
217,2016/10/7,82
217,2016/10/8,111
217,2016/10/9,129
217,2016/10/10,129
217,2016/10/11,139
217,2016/10/12,100
217,2016/10/13,96
217,2016/10/14,81
217,2016/10/15,94
217,2016/10/16,79
217,2016/10/17,73
217,2016/10/18,65
217,2016/10/19,63
217,2016/10/20,74
217,2016/10/21,105
217,2016/10/22,72
217,2016/10/23,67
217,2016/10/24,40
217,2016/10/25,37
217,2016/10/26,49
217,2016/10/27,62
217,2016/10/28,60
217,2016/10/29,62
217,2016/10/30,42
217,2016/10/31,68
218,2016/7/20,1
218,2016/7/21,2
218,2016/7/23,2
218,2016/7/24,2
218,2016/7/26,1
218,2016/7/27,2
218,2016/7/28,6
218,2016/7/29,2
218,2016/7/31,4
218,2016/8/1,4
218,2016/8/2,1
218,2016/8/3,5
218,2016/8/4,4
218,2016/8/5,3
218,2016/8/6,2
218,2016/8/7,4
218,2016/8/8,5
218,2016/8/9,6
218,2016/8/10,4
218,2016/8/11,5
218,2016/8/12,7
218,2016/8/13,4
218,2016/8/14,3
218,2016/8/15,3
218,2016/8/16,4
218,2016/8/17,1
218,2016/8/18,2
218,2016/8/19,2
218,2016/8/21,2
218,2016/8/22,3
218,2016/8/23,3
218,2016/8/24,5
218,2016/8/25,2
218,2016/8/27,3
218,2016/8/28,2
218,2016/8/29,9
218,2016/8/30,1
218,2016/8/31,3
218,2016/9/1,6
218,2016/9/3,2
218,2016/9/4,3
218,2016/9/5,1
218,2016/9/6,1
218,2016/9/8,2
218,2016/9/9,4
218,2016/9/11,1
218,2016/9/12,2
218,2016/9/13,3
218,2016/9/14,2
218,2016/9/15,1
218,2016/9/16,2
218,2016/9/17,1
218,2016/9/20,3
218,2016/9/21,1
218,2016/9/22,2
218,2016/9/23,2
218,2016/9/24,1
218,2016/9/25,1
218,2016/9/26,3
218,2016/9/29,5
218,2016/9/30,3
218,2016/10/2,4
218,2016/10/3,1
218,2016/10/5,1
218,2016/10/7,5
218,2016/10/9,1
218,2016/10/10,1
218,2016/10/11,2
218,2016/10/16,1
218,2016/10/17,2
218,2016/10/18,1
218,2016/10/19,1
218,2016/10/20,1
218,2016/10/22,1
218,2016/10/23,3
218,2016/10/25,1
218,2016/10/26,2
218,2016/10/28,1
218,2016/10/29,4
218,2016/10/30,2
218,2016/10/31,1
219,2016/6/22,7
219,2016/6/23,11
219,2016/6/24,4
219,2016/6/25,12
219,2016/6/26,15
219,2016/6/27,9
219,2016/6/28,10
219,2016/6/29,11
219,2016/6/30,7
219,2016/7/1,10
219,2016/7/2,14
219,2016/7/3,10
219,2016/7/4,12
219,2016/7/5,15
219,2016/7/6,14
219,2016/7/7,5
219,2016/7/8,7
219,2016/7/9,6
219,2016/7/10,11
219,2016/7/11,4
219,2016/7/12,8
219,2016/7/13,4
219,2016/7/14,3
219,2016/7/15,3
219,2016/7/16,3
219,2016/7/17,8
219,2016/7/18,5
219,2016/7/19,6
219,2016/7/20,6
219,2016/7/21,6
219,2016/7/23,6
219,2016/7/24,8
219,2016/7/26,10
219,2016/7/27,11
219,2016/7/28,9
219,2016/7/29,8
219,2016/7/30,4
219,2016/7/31,2
219,2016/8/1,6
219,2016/8/2,4
219,2016/8/3,7
219,2016/8/4,12
219,2016/8/5,10
219,2016/8/6,3
219,2016/8/7,3
219,2016/8/8,11
219,2016/8/9,6
219,2016/8/10,3
219,2016/8/11,2
219,2016/8/12,6
219,2016/8/13,2
219,2016/8/14,3
219,2016/8/15,8
219,2016/8/16,11
219,2016/8/17,3
219,2016/8/18,3
219,2016/8/19,7
219,2016/8/20,4
219,2016/8/22,8
219,2016/8/24,6
219,2016/8/25,7
219,2016/8/26,1
219,2016/8/27,5
219,2016/8/28,5
219,2016/8/29,1
219,2016/8/30,6
219,2016/8/31,4
219,2016/9/1,4
219,2016/9/2,3
219,2016/9/3,4
219,2016/9/4,2
219,2016/9/5,9
219,2016/9/6,4
219,2016/9/7,2
219,2016/9/8,2
219,2016/9/9,10
219,2016/9/10,1
219,2016/9/11,6
219,2016/9/12,2
219,2016/9/13,2
219,2016/9/14,3
219,2016/9/15,2
219,2016/9/16,3
219,2016/9/17,4
219,2016/9/18,2
219,2016/9/19,1
219,2016/9/21,4
219,2016/9/22,1
219,2016/9/23,3
219,2016/9/24,3
219,2016/9/26,3
219,2016/9/28,3
219,2016/9/29,2
219,2016/9/30,5
219,2016/10/1,3
219,2016/10/2,9
219,2016/10/3,4
219,2016/10/4,4
219,2016/10/5,3
219,2016/10/6,2
219,2016/10/7,8
219,2016/10/8,7
219,2016/10/9,8
219,2016/10/10,3
219,2016/10/11,2
219,2016/10/12,2
219,2016/10/13,3
219,2016/10/14,4
219,2016/10/15,1
219,2016/10/16,3
219,2016/10/17,4
219,2016/10/20,4
219,2016/10/21,3
219,2016/10/22,1
219,2016/10/25,4
219,2016/10/26,1
219,2016/10/27,2
219,2016/10/29,5
219,2016/10/30,2
219,2016/10/31,3
220,2016/6/22,91
220,2016/6/23,85
220,2016/6/24,80
220,2016/6/25,48
220,2016/6/26,31
220,2016/6/27,87
220,2016/6/28,141
220,2016/6/29,94
220,2016/6/30,91
220,2016/7/1,84
220,2016/7/2,33
220,2016/7/3,24
220,2016/7/4,65
220,2016/7/5,101
220,2016/7/6,86
220,2016/7/7,119
220,2016/7/8,81
220,2016/7/9,22
220,2016/7/10,17
220,2016/7/11,68
220,2016/7/12,57
220,2016/7/13,70
220,2016/7/14,83
220,2016/7/15,84
220,2016/7/16,17
220,2016/7/17,27
220,2016/7/18,77
220,2016/7/19,62
220,2016/7/20,77
220,2016/7/21,60
220,2016/7/23,23
220,2016/7/24,24
220,2016/7/26,92
220,2016/7/27,69
220,2016/7/28,53
220,2016/7/29,45
220,2016/7/30,27
220,2016/7/31,21
220,2016/8/1,53
220,2016/8/2,72
220,2016/8/3,50
220,2016/8/4,46
220,2016/8/5,68
220,2016/8/6,24
220,2016/8/7,18
220,2016/8/8,64
220,2016/8/9,73
220,2016/8/10,49
220,2016/8/11,56
220,2016/8/12,55
220,2016/8/13,43
220,2016/8/14,33
220,2016/8/15,83
220,2016/8/16,82
220,2016/8/17,59
220,2016/8/18,63
220,2016/8/19,47
220,2016/8/20,19
220,2016/8/21,31
220,2016/8/22,70
220,2016/8/23,75
220,2016/8/24,71
220,2016/8/25,74
220,2016/8/26,118
220,2016/8/27,106
220,2016/8/28,27
220,2016/8/29,45
220,2016/8/30,42
220,2016/8/31,46
220,2016/9/1,20
220,2016/9/2,8
220,2016/9/3,10
220,2016/9/4,8
220,2016/9/5,9
220,2016/9/6,7
220,2016/9/7,31
220,2016/9/8,55
220,2016/9/9,50
220,2016/9/10,52
220,2016/9/11,34
220,2016/9/12,47
220,2016/9/13,41
220,2016/9/14,49
220,2016/9/15,67
220,2016/9/16,26
220,2016/9/17,20
220,2016/9/18,64
220,2016/9/19,50
220,2016/9/20,76
220,2016/9/21,49
220,2016/9/22,35
220,2016/9/23,38
220,2016/9/24,19
220,2016/9/25,20
220,2016/9/26,61
220,2016/9/27,31
220,2016/9/28,49
220,2016/9/29,51
220,2016/9/30,35
220,2016/10/1,16
220,2016/10/2,19
220,2016/10/3,23
220,2016/10/4,14
220,2016/10/5,13
220,2016/10/6,27
220,2016/10/7,23
220,2016/10/8,37
220,2016/10/9,59
220,2016/10/10,43
220,2016/10/11,56
220,2016/10/12,59
220,2016/10/13,62
220,2016/10/14,68
220,2016/10/15,33
220,2016/10/16,38
220,2016/10/17,57
220,2016/10/18,75
220,2016/10/19,80
220,2016/10/20,68
220,2016/10/21,29
220,2016/10/22,23
220,2016/10/23,9
220,2016/10/24,42
220,2016/10/25,33
220,2016/10/26,25
220,2016/10/27,24
220,2016/10/28,29
220,2016/10/29,18
220,2016/10/30,20
220,2016/10/31,34
221,2016/6/22,4
221,2016/6/23,5
221,2016/6/24,12
221,2016/6/25,18
221,2016/6/26,8
221,2016/6/27,7
221,2016/6/28,9
221,2016/6/29,7
221,2016/6/30,4
221,2016/7/1,3
221,2016/7/2,4
221,2016/7/3,5
221,2016/7/4,4
221,2016/7/5,3
221,2016/7/6,9
221,2016/7/7,7
221,2016/7/8,9
221,2016/7/9,3
221,2016/7/10,7
221,2016/7/11,8
221,2016/7/12,12
221,2016/7/13,9
221,2016/7/14,8
221,2016/7/15,5
221,2016/7/16,7
221,2016/7/17,7
221,2016/7/18,10
221,2016/7/19,5
221,2016/7/20,6
221,2016/7/21,17
221,2016/7/23,3
221,2016/7/24,7
221,2016/7/26,9
221,2016/7/27,7
221,2016/7/28,6
221,2016/7/29,6
221,2016/7/30,5
221,2016/7/31,5
221,2016/8/1,7
221,2016/8/2,10
221,2016/8/3,11
221,2016/8/4,5
221,2016/8/5,12
221,2016/8/6,9
221,2016/8/7,7
221,2016/8/8,98
221,2016/8/9,27
221,2016/8/10,13
221,2016/8/11,3
221,2016/8/12,11
221,2016/8/13,5
221,2016/8/14,6
221,2016/8/15,13
221,2016/8/16,8
221,2016/8/17,9
221,2016/8/18,10
221,2016/8/19,14
221,2016/8/20,8
221,2016/8/21,10
221,2016/8/22,15
221,2016/8/23,5
221,2016/8/24,8
221,2016/8/25,10
221,2016/8/26,6
221,2016/8/27,13
221,2016/8/28,10
221,2016/8/29,7
221,2016/8/30,9
221,2016/8/31,8
221,2016/9/1,8
221,2016/9/2,4
221,2016/9/3,4
221,2016/9/4,7
221,2016/9/5,10
221,2016/9/6,14
221,2016/9/7,3
221,2016/9/8,6
221,2016/9/9,12
221,2016/9/10,11
221,2016/9/11,7
221,2016/9/12,4
221,2016/9/13,4
221,2016/9/14,15
221,2016/9/15,12
221,2016/9/16,7
221,2016/9/17,7
221,2016/9/18,9
221,2016/9/19,7
221,2016/9/20,18
221,2016/9/21,8
221,2016/9/22,9
221,2016/9/23,8
221,2016/9/24,7
221,2016/9/25,9
221,2016/9/26,6
221,2016/9/27,4
221,2016/9/28,7
221,2016/9/29,4
221,2016/9/30,15
221,2016/10/1,9
221,2016/10/2,8
221,2016/10/3,5
221,2016/10/4,12
221,2016/10/5,12
221,2016/10/6,12
221,2016/10/7,13
221,2016/10/8,18
221,2016/10/9,19
221,2016/10/10,14
221,2016/10/11,16
221,2016/10/12,23
221,2016/10/13,7
221,2016/10/14,15
221,2016/10/15,11
221,2016/10/16,11
221,2016/10/17,4
221,2016/10/18,9
221,2016/10/19,15
221,2016/10/20,18
221,2016/10/21,15
221,2016/10/22,8
221,2016/10/23,7
221,2016/10/24,8
221,2016/10/25,11
221,2016/10/26,5
221,2016/10/27,11
221,2016/10/28,10
221,2016/10/29,16
221,2016/10/30,10
221,2016/10/31,5
222,2016/7/24,2
222,2016/7/27,1
222,2016/7/30,5
222,2016/8/1,1
222,2016/8/2,5
222,2016/8/5,11
222,2016/8/6,2
222,2016/8/7,6
222,2016/8/8,5
222,2016/8/9,6
222,2016/8/10,5
222,2016/8/11,10
222,2016/8/12,11
222,2016/8/13,5
222,2016/8/14,16
222,2016/8/15,6
222,2016/8/16,5
222,2016/8/17,3
222,2016/8/18,10
222,2016/8/19,3
222,2016/8/20,13
222,2016/8/21,7
222,2016/8/22,6
222,2016/8/23,10
222,2016/8/24,9
222,2016/8/25,13
222,2016/8/26,9
222,2016/8/27,7
222,2016/8/28,4
222,2016/8/29,6
222,2016/8/30,8
222,2016/8/31,4
222,2016/9/1,6
222,2016/9/2,7
222,2016/9/3,4
222,2016/9/4,4
222,2016/9/5,2
222,2016/9/6,5
222,2016/9/8,7
222,2016/9/9,9
222,2016/9/10,1
222,2016/9/11,1
222,2016/9/12,5
222,2016/9/13,2
222,2016/9/14,15
222,2016/9/15,9
222,2016/9/16,6
222,2016/9/17,6
222,2016/9/18,4
222,2016/9/19,2
222,2016/9/20,6
222,2016/9/21,5
222,2016/9/22,6
222,2016/9/23,5
222,2016/9/24,7
222,2016/9/25,2
222,2016/9/26,4
222,2016/9/27,1
222,2016/9/28,7
222,2016/9/29,8
222,2016/9/30,30
222,2016/10/1,4
222,2016/10/2,8
222,2016/10/3,5
222,2016/10/4,8
222,2016/10/5,4
222,2016/10/6,8
222,2016/10/7,8
222,2016/10/8,9
222,2016/10/9,12
222,2016/10/10,8
222,2016/10/11,10
222,2016/10/12,11
222,2016/10/13,7
222,2016/10/14,6
222,2016/10/15,6
222,2016/10/16,10
222,2016/10/17,5
222,2016/10/18,7
222,2016/10/19,8
222,2016/10/20,8
222,2016/10/21,13
222,2016/10/22,7
222,2016/10/23,6
222,2016/10/24,7
222,2016/10/25,4
222,2016/10/26,12
222,2016/10/27,2
222,2016/10/28,3
222,2016/10/29,2
222,2016/10/30,8
222,2016/10/31,6
223,2016/6/22,8
223,2016/6/23,14
223,2016/6/24,26
223,2016/6/25,43
223,2016/6/26,15
223,2016/6/27,17
223,2016/6/28,21
223,2016/6/29,12
223,2016/6/30,11
223,2016/7/1,10
223,2016/7/2,12
223,2016/7/3,9
223,2016/7/4,5
223,2016/7/5,2
223,2016/7/6,8
223,2016/7/7,9
223,2016/7/8,5
223,2016/7/9,12
223,2016/7/10,5
223,2016/7/11,5
223,2016/7/12,3
223,2016/7/13,6
223,2016/7/14,4
223,2016/7/15,13
223,2016/7/16,32
223,2016/7/17,17
223,2016/7/18,21
223,2016/7/19,20
223,2016/7/20,26
223,2016/7/21,16
223,2016/7/23,25
223,2016/7/24,21
223,2016/7/26,17
223,2016/7/27,25
223,2016/7/28,13
223,2016/7/29,25
223,2016/7/30,21
223,2016/7/31,10
223,2016/8/1,16
223,2016/8/2,11
223,2016/8/3,21
223,2016/8/4,9
223,2016/8/5,22
223,2016/8/6,17
223,2016/8/7,18
223,2016/8/8,270
223,2016/8/9,49
223,2016/8/10,24
223,2016/8/11,16
223,2016/8/12,10
223,2016/8/13,30
223,2016/8/14,29
223,2016/8/15,17
223,2016/8/16,19
223,2016/8/17,14
223,2016/8/18,24
223,2016/8/19,19
223,2016/8/20,15
223,2016/8/21,16
223,2016/8/22,17
223,2016/8/23,18
223,2016/8/24,26
223,2016/8/25,20
223,2016/8/26,24
223,2016/8/27,22
223,2016/8/28,13
223,2016/8/29,19
223,2016/8/30,18
223,2016/8/31,17
223,2016/9/1,12
223,2016/9/2,8
223,2016/9/3,10
223,2016/9/4,27
223,2016/9/5,14
223,2016/9/6,15
223,2016/9/7,15
223,2016/9/8,19
223,2016/9/9,13
223,2016/9/10,18
223,2016/9/11,17
223,2016/9/12,13
223,2016/9/13,20
223,2016/9/14,15
223,2016/9/15,15
223,2016/9/16,20
223,2016/9/17,16
223,2016/9/18,18
223,2016/9/19,10
223,2016/9/20,13
223,2016/9/21,12
223,2016/9/22,5
223,2016/9/23,9
223,2016/9/24,21
223,2016/9/25,59
223,2016/9/26,85
223,2016/9/27,36
223,2016/9/28,67
223,2016/9/29,78
223,2016/9/30,128
223,2016/10/1,89
223,2016/10/2,38
223,2016/10/3,29
223,2016/10/4,34
223,2016/10/5,28
223,2016/10/6,16
223,2016/10/7,35
223,2016/10/8,28
223,2016/10/9,26
223,2016/10/10,42
223,2016/10/11,30
223,2016/10/12,25
223,2016/10/13,24
223,2016/10/14,28
223,2016/10/15,28
223,2016/10/16,20
223,2016/10/17,20
223,2016/10/18,12
223,2016/10/19,12
223,2016/10/20,19
223,2016/10/21,30
223,2016/10/22,21
223,2016/10/23,25
223,2016/10/24,11
223,2016/10/25,13
223,2016/10/26,20
223,2016/10/27,20
223,2016/10/28,21
223,2016/10/29,22
223,2016/10/30,23
223,2016/10/31,22
224,2016/6/22,3
224,2016/6/23,2
224,2016/6/24,3
224,2016/6/25,3
224,2016/6/26,6
224,2016/6/27,5
224,2016/6/28,4
224,2016/6/29,5
224,2016/6/30,3
224,2016/7/1,2
224,2016/7/2,1
224,2016/7/3,6
224,2016/7/4,5
224,2016/7/5,2
224,2016/7/6,4
224,2016/7/7,2
224,2016/7/8,2
224,2016/7/9,4
224,2016/7/10,2
224,2016/7/11,2
224,2016/7/12,2
224,2016/7/14,1
224,2016/7/15,5
224,2016/7/16,1
224,2016/7/18,7
224,2016/7/19,7
224,2016/7/20,3
224,2016/7/21,2
224,2016/7/23,3
224,2016/7/24,2
224,2016/7/26,3
224,2016/7/27,3
224,2016/7/28,3
224,2016/7/29,1
224,2016/7/30,6
224,2016/7/31,2
224,2016/8/2,2
224,2016/8/3,3
224,2016/8/5,3
224,2016/8/6,7
224,2016/8/7,2
224,2016/8/8,73
224,2016/8/9,5
224,2016/8/10,3
224,2016/8/11,9
224,2016/8/12,9
224,2016/8/13,2
224,2016/8/14,1
224,2016/8/15,1
224,2016/8/16,1
224,2016/8/17,1
224,2016/8/18,3
224,2016/8/19,3
224,2016/8/20,6
224,2016/8/21,2
224,2016/8/22,5
224,2016/8/23,5
224,2016/8/24,4
224,2016/8/25,6
224,2016/8/26,5
224,2016/8/27,1
224,2016/8/28,3
224,2016/8/29,4
224,2016/8/30,3
224,2016/8/31,3
224,2016/9/1,3
224,2016/9/2,3
224,2016/9/4,1
224,2016/9/5,3
224,2016/9/6,3
224,2016/9/7,4
224,2016/9/8,2
224,2016/9/9,4
224,2016/9/10,1
224,2016/9/11,3
224,2016/9/12,3
224,2016/9/13,4
224,2016/9/14,3
224,2016/9/15,1
224,2016/9/16,3
224,2016/9/17,1
224,2016/9/18,2
224,2016/9/19,4
224,2016/9/20,6
224,2016/9/21,3
224,2016/9/23,2
224,2016/9/24,4
224,2016/9/26,2
224,2016/9/27,1
224,2016/9/28,3
224,2016/9/29,2
224,2016/9/30,2
224,2016/10/2,1
224,2016/10/3,5
224,2016/10/4,3
224,2016/10/5,2
224,2016/10/6,4
224,2016/10/7,3
224,2016/10/8,1
224,2016/10/10,4
224,2016/10/11,2
224,2016/10/12,2
224,2016/10/13,3
224,2016/10/14,7
224,2016/10/15,2
224,2016/10/16,1
224,2016/10/17,1
224,2016/10/18,2
224,2016/10/19,1
224,2016/10/20,2
224,2016/10/21,2
224,2016/10/22,2
224,2016/10/23,1
224,2016/10/24,3
224,2016/10/25,2
224,2016/10/26,5
224,2016/10/27,3
224,2016/10/28,3
224,2016/10/30,3
224,2016/10/31,3
225,2016/6/22,2
225,2016/6/23,4
225,2016/6/24,3
225,2016/6/25,3
225,2016/6/26,6
225,2016/6/27,1
225,2016/6/28,1
225,2016/6/29,3
225,2016/6/30,2
225,2016/7/1,1
225,2016/7/2,1
225,2016/7/3,1
225,2016/7/5,4
225,2016/7/6,2
225,2016/7/7,3
225,2016/7/8,1
225,2016/7/9,3
225,2016/7/10,6
225,2016/7/11,4
225,2016/7/12,5
225,2016/7/13,2
225,2016/7/14,1
225,2016/7/15,4
225,2016/7/16,3
225,2016/7/17,8
225,2016/7/18,3
225,2016/7/19,4
225,2016/7/20,6
225,2016/7/21,6
225,2016/7/23,5
225,2016/7/24,5
225,2016/7/26,7
225,2016/7/27,2
225,2016/7/28,3
225,2016/7/29,7
225,2016/7/30,3
225,2016/7/31,6
225,2016/8/1,2
225,2016/8/2,6
225,2016/8/3,4
225,2016/8/4,2
225,2016/8/5,3
225,2016/8/6,4
225,2016/8/7,2
225,2016/8/8,8
225,2016/8/9,9
225,2016/8/10,2
225,2016/8/11,10
225,2016/8/12,8
225,2016/8/13,10
225,2016/8/14,9
225,2016/8/15,7
225,2016/8/16,6
225,2016/8/17,16
225,2016/8/18,4
225,2016/8/19,7
225,2016/8/20,9
225,2016/8/21,7
225,2016/8/22,3
225,2016/8/23,3
225,2016/8/24,4
225,2016/8/25,12
225,2016/8/26,8
225,2016/8/27,9
225,2016/8/28,4
225,2016/8/29,5
225,2016/8/30,6
225,2016/8/31,2
225,2016/9/1,5
225,2016/9/2,5
225,2016/9/3,4
225,2016/9/4,11
225,2016/9/6,4
225,2016/9/7,2
225,2016/9/8,4
225,2016/9/9,2
225,2016/9/10,4
225,2016/9/11,4
225,2016/9/12,3
225,2016/9/13,3
225,2016/9/14,4
225,2016/9/15,4
225,2016/9/16,2
225,2016/9/17,3
225,2016/9/18,3
225,2016/9/22,5
225,2016/9/23,3
225,2016/9/24,2
225,2016/9/25,1
225,2016/9/26,2
225,2016/9/27,1
225,2016/9/28,7
225,2016/9/29,1
225,2016/9/30,6
225,2016/10/1,1
225,2016/10/2,2
225,2016/10/3,2
225,2016/10/4,3
225,2016/10/5,7
225,2016/10/6,3
225,2016/10/7,5
225,2016/10/8,2
225,2016/10/9,3
225,2016/10/10,7
225,2016/10/11,6
225,2016/10/12,2
225,2016/10/13,6
225,2016/10/15,5
225,2016/10/16,2
225,2016/10/17,3
225,2016/10/18,3
225,2016/10/19,4
225,2016/10/20,3
225,2016/10/21,2
225,2016/10/22,2
225,2016/10/23,3
225,2016/10/24,3
225,2016/10/28,2
225,2016/10/29,1
225,2016/10/30,1
226,2016/6/22,12
226,2016/6/23,41
226,2016/6/24,33
226,2016/6/25,43
226,2016/6/26,11
226,2016/6/27,20
226,2016/6/28,11
226,2016/6/29,14
226,2016/6/30,9
226,2016/7/1,12
226,2016/7/2,16
